"","mgi_symbol","start_position","end_position","length"
"5883","Aprt",122574635,122576909,2.274
"5884","Arcn1",44741564,44767845,26.281
"5885","Arglu1",8665075,8690521,25.446
"5886","Arhgef7",11727721,11835219,107.498
"5887","Arl2bp",94666600,94674425,7.825
"5888","Asah1",41340197,41374773,34.576
"5889","Asf1b",83955507,83970197,14.69
"5890","Ash2l",25815996,25847694,31.698
"5891","Asna1",85017931,85025281,7.35
"5892","Atm",53439149,53536740,97.591
"5893","Atp11a",12757014,12868728,111.714
"5894","Atp13a1",69791163,69807749,16.586
"5895","Atp1b3",96332655,96364442,31.787
"5896","Atp6v0d1",105524465,105566047,41.582
"5897","Atp6v1b2",69088646,69113711,25.065
"5898","Axl",25757273,25788705,31.432
"5899","Azi2",118040499,118069794,29.295
"5900","Banp",121949750,122029258,79.508
"5901","Bcar1",111710474,111743809,33.335
"5902","Bmp5",75775364,75900310,124.946
"5903","Brd7",88331039,88362194,31.155
"5904","Bsn",108096022,108190384,94.362
"5905","C2cd3",100372233,100470152,97.919
"5906","C86187",46967711,46975911,8.2
"5907","Cacna1a",84388440,84640246,251.806
"5908","Cadm1",47530173,47857637,327.464
"5909","Calb2",110137502,110168210,30.708
"5910","Calml4",62858080,62875921,17.841
"5911","Calr",84841850,84846934,5.084
"5912","Casp12",5345430,5373032,27.602
"5913","Casp3",46617291,46639689,22.398
"5914","Casp4",5308828,5336783,27.955
"5915","Cbfa2t3",122625141,122699109,73.968
"5916","Cbfb",105170674,105217989,47.315
"5917","Cbl",44142976,44234049,91.073
"5918","Cbln1",87468405,87472609,4.204
"5919","Ccdc130",84257795,84270380,12.585
"5920","Cck",121489824,121495694,5.87
"5921","Ccl25",4325210,4360020,34.81
"5922","Cdc16",13757676,13781938,24.262
"5923","Cdc37",21133222,21149982,16.76
"5924","Cdh1",106603351,106670246,66.895
"5925","Cdh11",102632095,102785642,153.547
"5926","Cdh13",118283733,119324921,1041.188
"5927","Cdh3",106510891,106557297,46.406
"5928","Cdt1",122568015,122573554,5.539
"5929","Cdv3",103353094,103365840,12.746
"5930","Cfdp1",111768491,111854291,85.8
"5931","Cherp",72460489,72475226,14.737
"5932","Chst2",95399292,95406722,7.43
"5933","Chtf8",106883863,106893601,9.738
"5934","Ciapin1",94819804,94838358,18.554
"5935","Cib2",54544794,54560218,15.424
"5936","Ckap2",22168160,22185819,17.659
"5937","Clcn3",60910389,60983300,72.911
"5938","Cln8",14881335,14901720,20.385
"5939","Clpb",101663633,101795506,131.873
"5940","Cmtm3",104339410,104347672,8.262
"5941","Cmtm4",104348191,104395807,47.616
"5942","Cmtm8",114789345,114844156,54.811
"5943","Cnot1",95719451,95807464,88.013
"5944","Cnot7",40492540,40515847,23.307
"5945","Cog8",107046289,107056689,10.4
"5946","Col4a1",11198423,11312826,114.403
"5947","Col4a2",11312805,11449287,136.482
"5948","Cope",70302518,70312993,10.475
"5949","Coq9",94838321,94854895,16.574
"5950","Cotl1",119809222,119840544,31.322
"5951","Cox4i1",120668222,120674207,5.985
"5952","Cpe",64592542,64693054,100.512
"5953","Crlf1",70493158,70504081,10.923
"5954","Csnk2a2",95446096,95490039,43.943
"5955","Ctcf",105636568,105682922,46.354
"5956","Cul4a",13105621,13147940,42.319
"5957","Cx3cl1",94772009,94782427,10.418
"5958","Cyb5b",107150640,107187471,36.831
"5959","Cyba",122424776,122432930,8.154
"5960","Cyp2e1",140763739,140774987,11.248
"5961","Cyp4v3",45304944,45333216,28.272
"5962","D230025D16Rik",105225145,105253053,27.908
"5963","D8Ertd738e",84246238,84249719,3.481
"5964","Dag1",108204634,108263958,59.324
"5965","Dctn6",34090420,34108796,18.376
"5966","Dcun1d2",13255963,13288131,32.168
"5967","Dcun1d5",7184520,7208205,23.685
"5968","Dda1",71469199,71476098,6.899
"5969","Ddhd2",25725346,25754596,29.25
"5970","Ddx19a",110974996,110997800,22.804
"5971","Ddx19b",111003188,111031751,28.563
"5972","Ddx49",70292866,70302489,9.623
"5973","Ddx6",44604892,44640731,35.839
"5974","Def8",123423527,123463270,39.743
"5975","Dhodh",109591343,109608673,17.33
"5976","Dhps",85071757,85075162,3.405
"5977","Dmpk",19083849,19093821,9.972
"5978","Dnaja2",85537633,85555344,17.711
"5979","Dnajb1",83608193,83612653,4.46
"5980","Dpep1",123186242,123201812,15.57
"5981","Dpp8",65032414,65082651,50.237
"5982","E2f8",48866429,48881596,15.167
"5983","Ech1",28825217,28832247,7.03
"5984","Efnb2",8617434,8661242,43.808
"5985","Egln1",124908587,124949324,40.737
"5986","Egln2",27158658,27166802,8.144
"5987","Ei24",36779159,36797393,18.234
"5988","Eif3g",20894349,20898623,4.274
"5989","Eif3k",28971372,28981864,10.492
"5990","Eif4ebp1",27260329,27276674,16.345
"5991","Elavl1",4285382,4325413,40.031
"5992","Ell",70539457,70592858,53.401
"5993","Elof1",22112989,22117172,4.183
"5994","Eps15l1",72340999,72421460,80.461
"5995","Ercc2",19382010,19395694,13.684
"5996","Exoc8",124893108,124897705,4.597
"5997","Fam118b",35216965,35267805,50.84
"5998","Fam192a",94574138,94601997,27.859
"5999","Fam32a",72219730,72224418,4.688
"6000","Farsa",84856989,84869257,12.268
"6001","Fbxo8",56551090,56593939,42.849
"6002","Fcgbp",28071236,28120862,49.626
"6003","Fcho1",71708387,71725716,17.329
"6004","Fgfr1",25513654,25575718,62.064
"6005","Fkbp8",70527724,70535328,7.604
"6006","Fnta",25998722,26015650,16.928
"6007","Foxc2",121116171,121118895,2.724
"6008","Foxl1",121127940,121130644,2.704
"6009","Foxred1",35204206,35211055,6.849
"6010","Frg1",41397459,41417074,19.615
"6011","Fto",91313525,91668439,354.914
"6012","Fxyd2",45399669,45410278,10.609
"6013","Gab1",80764438,80880519,116.081
"6014","Gabarapl2",111940703,111953612,12.909
"6015","Galnt2",124231391,124345724,114.333
"6016","Gas6",13465374,13494490,29.116
"6017","Gas8",123518834,123536650,17.816
"6018","Gatad2a",69907076,69996384,89.308
"6019","Gcdh",84886393,84893921,7.528
"6020","Gcsh",116981810,116993537,11.727
"6021","Gdf1",70329817,70331587,1.77
"6022","Gdf15",70629393,70632456,3.063
"6023","Gins2",120578633,120589304,10.671
"6024","Gipc1",83652677,83664694,12.017
"6025","Glce",62057248,62122655,65.407
"6026","Glg1",111154421,111259216,104.795
"6027","Gm10046",27765673,27770972,5.299
"6028","Gm12669",91805547,91806555,1.008
"6029","Gm8096",28083330,28084920,1.59
"6030","Gmip",69808679,69821870,13.191
"6031","Gmppb",108049242,108052801,3.559
"6032","Gnao1",93809966,93969388,159.422
"6033","Gnpat",124863033,124890057,27.024
"6034","Golga4",118506267,118582519,76.252
"6035","Golga7",23241346,23257074,15.728
"6036","Got2",95864134,95888547,24.413
"6037","Gse1",120228456,120581390,352.934
"6038","Gsr",33652523,33698163,45.64
"6039","Gtf2e2",33731833,33777173,45.34
"6040","Gypa",80493781,80510542,16.761
"6041","Hand2",57320983,57324633,3.65
"6042","Has3",106870242,106884566,14.324
"6043","Herc1",66350450,66508775,158.325
"6044","Herpud1",94386438,94395377,8.939
"6045","Hgsnat",25944453,25976753,32.3
"6046","Hmgb2",57511907,57515999,4.092
"6047","Hmox1",75093621,75100589,6.968
"6048","Homer3",70282827,70294361,11.534
"6049","Hsbp1",119344488,119348922,4.434
"6050","Hsd3b7",127800604,127803802,3.198
"6051","Hsf4",105269801,105275845,6.044
"6052","Hspa8",40800984,40810087,9.103
"6053","Hspb2",50751078,50752354,1.276
"6054","Hyal1",107576927,107581710,4.783
"6055","Idh3a",54586334,54604661,18.327
"6056","Ier2",84661331,84662852,1.521
"6057","Ifi30",70762774,70766663,3.889
"6058","Ifi30",70762974,70766626,3.652
"6059","Igf1r",67952827,68233668,280.841
"6060","Ikbkb",22659212,22706589,47.377
"6061","Il15",82331632,82403222,71.59
"6062","Ing1",11555571,11563251,7.68
"6063","Insr",3122061,3279617,157.556
"6064","Irs2",10984681,11008458,23.777
"6065","Irx3",91798525,91802067,3.542
"6066","Isyna1",70594373,70597290,2.917
"6067","Itfg1",85717578,85840921,123.343
"6068","Itgb1",128685654,128733200,47.546
"6069","Jak3",71676296,71690575,14.279
"6070","Jph3",121729623,121794276,64.653
"6071","Junb",84974484,84978718,4.234
"6072","Jund",70698949,70700616,1.667
"6073","Kars",111993443,112011323,17.88
"6074","Kcnc3",44590664,44604754,14.09
"6075","Kcnk1",125995170,126030685,35.515
"6076","Kcnn1",70842049,70863258,21.209
"6077","Kcnn1",70842044,70863253,21.209
"6078","Keap1",21229730,21239361,9.631
"6079","Kifc3",95099828,95202812,102.984
"6080","Klf2",72319033,72321656,2.623
"6081","Klhdc4",121796313,121829569,33.256
"6082","Lamb2",108479736,108490530,10.794
"6083","Lamp1",13159161,13175338,16.177
"6084","Lcat",105939551,105943382,3.831
"6085","Lonp2",86624043,86723873,99.83
"6086","Loxl1",58287738,58313186,25.448
"6087","Lpl",68880491,68907448,26.957
"6088","Lrrfip2",111117592,111225668,108.076
"6089","Lsm1",25785288,25803975,18.687
"6090","Lsm4",70673248,70678752,5.504
"6091","Maf",115682942,115707794,24.852
"6092","Mak16",31159463,31168764,9.301
"6093","Man2b1",85083270,85098282,15.012
"6094","Man2c1",57130690,57142722,12.032
"6095","Map1lc3b",121590361,121598760,8.399
"6096","Map2k7",4238740,4247897,9.157
"6097","Mapk3",126759601,126765819,6.218
"6098","Mast3",70778117,70805054,26.937
"6099","Mast3",70778112,70805049,26.937
"6100","Mbtps1",119508156,119558735,50.579
"6101","Mc1r",123407107,123410744,3.637
"6102","Mcam",44134469,44142727,8.258
"6103","Mcm5",75109569,75128439,18.87
"6104","Mef2a",67231163,67372858,141.695
"6105","Mef2b",70139711,70167488,27.777
"6106","Mfhas1",35587798,35679449,91.651
"6107","Mir675",142577064,142577147,0.083
"6108","Mlycd",119394878,119411102,16.224
"6109","Mmp15",95352268,95375080,22.812
"6110","Mmp2",92827291,92853420,26.129
"6111","Mras",99385420,99437381,51.961
"6112","Mri1",84249906,84257326,7.42
"6113","Mrpl3",105053239,105079888,26.649
"6114","Mrpl34",71464959,71465747,0.788
"6115","Mrps31",22411361,22429665,18.304
"6116","Msr1",39581685,39642673,60.988
"6117","Mt1",94179082,94180327,1.245
"6118","Mt2",94172664,94173568,0.904
"6119","Mt3",94152607,94154146,1.539
"6120","Mtag2",45366163,45367948,1.785
"6121","Mtmr7",40551095,40634797,83.702
"6122","Mtss1l",110721476,110741400,19.924
"6123","Mvd",122433601,122443422,9.821
"6124","Myd88",119335934,119341411,5.477
"6125","Myo1e",70207350,70399766,192.416
"6126","Myo5a",75071015,75223688,152.673
"6127","N4bp1",86808160,86885258,77.098
"6128","Nae1",104511028,104534637,23.609
"6129","Nat2",67494858,67502584,7.726
"6130","Ncam1",49502136,49798925,296.789
"6131","Ncan",70093085,70120873,27.788
"6132","Nck1",100492293,100546134,53.841
"6133","Ndrg4",95676980,95715119,38.139
"6134","Ndufa13",69894180,69902558,8.378
"6135","Ndufb7",83566671,83571626,4.955
"6136","Nek1",60993195,61131346,138.151
"6137","Neo1",58874687,59036441,161.754
"6138","Nfatc3",106058840,106130537,71.697
"6139","Nfix",84699876,84800344,100.468
"6140","Nip7",107056877,107060931,4.054
"6141","Nme6",109832749,109843116,10.367
"6142","Nnmt",48591877,48605153,13.276
"6143","Nptn",58582240,58657955,75.715
"6144","Npy1r",66697192,66706792,9.6
"6145","Nqo1",107388225,107403206,14.981
"6146","Nr2c2ap",70131333,70133749,2.416
"6147","Nr2f6",71374123,71381960,7.837
"6148","Nrp1",128358604,128503363,144.759
"6149","Nsmce4a",130532526,130573118,40.592
"6150","Nt5e",88327197,88372092,44.895
"6151","Nudt19",35547185,35556304,9.119
"6152","Nudt21",94015496,94037031,21.535
"6153","Nup93",94214564,94317227,102.663
"6154","Nutf2",105860580,105879330,18.75
"6155","Ocel1",71371298,71379361,8.063
"6156","Otud4",79639618,79677724,38.106
"6157","Pard3",127063893,127612286,548.393
"6158","Pard6a",105701148,105703496,2.348
"6159","Parp6",59617284,59650285,33.001
"6160","Pccb",100982032,101034898,52.866
"6161","Pcf11",92643543,92669934,26.391
"6162","Pcid2",13077189,13105459,28.27
"6163","Pcm1",41239752,41332344,92.592
"6164","Pdcd6ip",113651744,113708259,56.515
"6165","Pdf",107044698,107048614,3.916
"6166","Pgls",71592176,71601092,8.916
"6167","Phkb",85840959,86061376,220.417
"6168","Pias1",62878368,62987924,109.556
"6169","Pik3r2",70768176,70776713,8.537
"6170","Pik3r2",70768171,70776708,8.537
"6171","Pkn1",83666536,83699179,32.643
"6172","Plat",22757727,22782844,25.117
"6173","Plcd1",119071527,119093502,21.975
"6174","Plcg2",117498291,117635142,136.851
"6175","Pml",58218076,58249786,31.71
"6176","Polb",22628126,22653435,25.309
"6177","Polr2c",94857450,94873535,16.085
"6178","Ppan",20888175,20892178,4.003
"6179","Ppib",66060222,66066623,6.401
"6180","Ppp2cb",33599625,33619441,19.816
"6181","Prdx2",84969587,84974834,5.247
"6182","Prkaca",83972993,83996443,23.45
"6183","Psma4",54950790,54958030,7.24
"6184","Psmb10",105935735,105938444,2.709
"6185","Psmd7",107580381,107588464,8.083
"6186","Pstk",131371141,131394482,23.341
"6187","R74862",143021784,143053686,31.902
"6188","Rab20",11453518,11478710,25.192
"6189","Rab3a",70754679,70758677,3.998
"6190","Rab3a",70755854,70758082,2.228
"6191","Rab3d",21907491,21918192,10.701
"6192","Rab4a",123805985,123835287,29.302
"6193","Rab8a",72161200,72183904,22.704
"6194","Rad23a",84834019,84840665,6.646
"6195","Ranbp10",105768308,105827350,59.042
"6196","Rasa3",13566948,13677603,110.655
"6197","Rassf1",107551555,107562267,10.712
"6198","Rbl2",91070057,91123844,53.787
"6199","Rbm6",107773559,107873237,99.678
"6200","Rbpms",33782643,33929863,147.22
"6201","Rdx",52047173,52088735,41.562
"6202","Rexo2",48468512,48480623,12.111
"6203","Rfx1",84066834,84096992,30.158
"6204","Rfxank",70130794,70139154,8.36
"6205","Rhou",123653929,123663884,9.955
"6206","Rnaseh2a",84956610,84969767,13.157
"6207","Rnf166",122466147,122476064,9.917
"6208","Rora",68653786,69388246,734.46
"6209","Rpl13",123102350,123105244,2.894
"6210","Rpl14",120571444,120574654,3.21
"6211","Rpl29",106429454,106431568,2.114
"6212","Rps15a",118104372,118116188,11.816
"6213","Rps25",44407139,44410427,3.288
"6214","Rps27l",66946086,66949516,3.43
"6215","Rpsa",120127689,120132369,4.68
"6216","Rrad",104628070,104631327,3.257
"6217","Rwdd4a",47533664,47552955,19.291
"6218","S1pr2",20962361,20976781,14.42
"6219","Saal1",46686108,46710680,24.572
"6220","Sap30",57482707,57487860,5.153
"6221","Sbf2",110308013,110614922,306.909
"6222","Scoc",83430084,83458391,28.307
"6223","Sdhaf1",30321406,30323895,2.489
"6224","Sema3b",107597674,107609229,11.555
"6225","Sergef",46443154,46639807,196.653
"6226","Setd6",95715881,95719010,3.129
"6227","Sf3b3",110810239,110846787,36.548
"6228","Sfrp1",23411502,23449632,38.13
"6229","Sh3rf1",61223872,61396071,172.199
"6230","Siae",37555698,37649655,93.957
"6231","Siah1a",86724007,86745934,21.927
"6232","Sin3a",57072040,57128366,56.326
"6233","Sin3b",72723285,72758201,34.916
"6234","Sipa1l2",125418063,125569808,151.745
"6235","Slc10a2",5083219,5105351,22.132
"6236","Slc12a4",105943590,105966097,22.507
"6237","Slc25a15",22375551,22398597,23.046
"6238","Slc25a4",46206797,46211284,4.487
"6239","Slc27a1",71568882,71587302,18.42
"6240","Slc35e1",72480641,72492614,11.973
"6241","Slc6a20b",123590800,123632565,41.765
"6242","Slc7a2",40862396,40922308,59.912
"6243","Slc7a5",121881150,121907694,26.544
"6244","Slc7a6",106168857,106198706,29.849
"6245","Sltm",70542754,70592234,49.48
"6246","Smad1",79338395,79399518,61.123
"6247","Smad3",63646767,63757994,111.227
"6248","Smarca5",80698507,80739497,40.99
"6249","Snapc2",4253080,4256220,3.14
"6250","Sntb2",106935750,107019714,83.964
"6251","Srpr",35200175,35247973,47.798
"6252","Ssbp4",70597490,70608872,11.382
"6253","St3gal2",110919922,110972480,52.558
"6254","Stag1",100597798,100959375,361.577
"6255","Star",25806555,25815982,9.427
"6256","Stt3b",115242581,115310421,67.84
"6257","Stxbp2",3630955,3643644,12.689
"6258","Sult5a1",123140192,123158315,18.123
"6259","Syce2",84872111,84888221,16.11
"6260","Syncrip",88447009,88482574,35.565
"6261","Taf1c",119597871,119605222,7.351
"6262","Tagln",45929619,45936058,6.439
"6263","Taldo1",141392199,141402968,10.769
"6264","Tcf25",123373753,123403835,30.082
"6265","Tdgf1",110939603,110946158,6.555
"6266","Terf2",107069400,107096547,27.147
"6267","Terf2ip",112011398,112020528,9.13
"6268","Tex264",106658746,106685927,27.181
"6269","Tfdp1",13338751,13378448,39.697
"6270","Thyn1",26999710,27007336,7.626
"6271","Timm44",4259731,4275913,16.182
"6272","Timm8b",50603910,50605320,1.41
"6273","Tk2",104226685,104248558,21.873
"6274","Tle3",61372366,61418497,46.131
"6275","Tll1",64014931,64206271,191.34
"6276","Tm2d2",25017211,25023260,6.049
"6277","Tmed3",89699206,89705068,5.862
"6278","Tmem170",111863038,111876750,13.712
"6279","Tmem208",105326354,105335219,8.865
"6280","Tmem9b",109735834,109752875,17.041
"6281","Tnnt1",4504570,4516382,11.812
"6282","Tnpo2",85036915,85057583,20.668
"6283","Tom1",75033705,75070121,36.416
"6284","Tomm20",126930667,126945844,15.177
"6285","Tpm4",72134975,72153142,18.167
"6286","Tppp3",105467493,105471526,4.033
"6287","Tradd",105258286,105264609,6.323
"6288","Traip",107950136,107972270,22.134
"6289","Trappc2l",122611640,122616660,5.02
"6290","Trappc5",3676299,3681255,4.956
"6291","Trmt1",84686307,84699808,13.501
"6292","Tsnax",125012997,125034192,21.195
"6293","Tubb3",123411424,123422015,10.591
"6294","Tubgcp3",12614277,12672248,57.971
"6295","U2af1l4",30563301,30565365,2.064
"6296","Uba5",104046599,104063134,16.535
"6297","Ubxn8",33619586,33641967,22.381
"6298","Uevld",46923216,46958527,35.311
"6299","Uqcrc1",108936633,108949623,12.99
"6300","Uqcrc1",108888502,108901492,12.99
"6301","Use1",71366848,71369732,2.884
"6302","Usp10",119910360,119957560,47.2
"6303","Usp29",6730578,6967219,236.641
"6304","Usp38",80980733,81014928,34.195
"6305","Usp4",108347853,108392545,44.692
"6306","Vac14",110618585,110720398,101.813
"6307","Vdac3",22577075,22593813,16.738
"6308","Vegfc",54077606,54187096,109.49
"6309","Vmn2r42",8182372,8200320,17.948
"6310","Vps35",85260392,85299802,39.41
"6311","Vps37a",40511783,40551134,39.351
"6312","Vps4a",107031222,107045755,14.533
"6313","Wdr83",85075035,85081306,6.271
"6314","Wrn",33234384,33385527,151.143
"6315","Wwc2",47823959,47990924,166.965
"6316","Wwp2",107436365,107558595,122.23
"6317","Xab2",3608421,3621316,12.895
"6318","Zbtb45",13003898,13010034,6.136
"6319","Zdhhc3",123066160,123113205,47.045
"6320","Zfhx3",107942644,108961630,1018.986
"6321","Zfp1",111643401,111671011,27.61
"6322","Zfp260",30094777,30107622,12.845
"6323","Zfp276",123254195,123269745,15.55
"6324","Zfp358",3493138,3497208,4.07
"6325","Zfp42",43295063,43306980,11.917
"6326","Zfp524",5014415,5018488,4.073
"6327","Zfp612",110079746,110092741,12.995
"6328","Zfp617",71908635,71934629,25.994
"6329","Zfp703",26977325,26981461,4.136
"6330","Zfp787",6131491,6155997,24.506
"6331","Zfp821",109705546,109724932,19.386
"6332","Zfp90",106415327,106426598,11.271
"6333","Zfpm1",122282141,122337251,55.11
"6334","Zik1",10487229,10495394,8.165
"6335","Znrf1",111536097,111626030,89.933
"6336","1190002N15Rik",94517864,94538081,20.217
"6337","1810030O07Rik",12654879,12673668,18.789
"6338","4931406C07Rik",15283337,15306448,23.111
"6339","Abcb7",104280657,104413856,133.199
"6340","Abcd1",73716597,73738534,21.937
"6341","Abhd14a",106440051,106447678,7.627
"6342","Acaa1a",119339676,119350299,10.623
"6343","Acaa1b",119148023,119157093,9.07
"6344","Ace2",164139332,164188420,49.088
"6345","Acot9",155262443,155297654,35.211
"6346","Acsl4",142317993,142390535,72.542
"6347","Acvr2b",119402118,119434995,32.877
"6348","Acy1",106432981,106438319,5.338
"6349","Adpgk",59291558,59324052,32.494
"6350","Aff2",69360294,69868037,507.743
"6351","Aifm1",48474944,48513563,38.619
"6352","Akap4",7067519,7078609,11.09
"6353","Aldh1a2",71215789,71296243,80.454
"6354","Amot",145446425,145505181,58.756
"6355","Amotl2",102716672,102733418,16.746
"6356","Anapc13",102626296,102634425,8.129
